region	models_params	dm_method	lag	predictors_dict	selected_predictors	recall. mean	precision. mean	fscore. mean	recall. std	precision. std	fscore. std	K-Fscores
RightSTS	{'bootstrap': True, 'max_depth': 500, 'max_features': 'auto', 'n_estimators': 300, 'random_state': 5}	None	6	{'speech_ts': ['IPU', 'disc_IPU', 'Overlap', 'ReactionTime', 'FilledBreaks', 'Feedbacks', 'Discourses', 'Particles', 'Laughters', 'LexicalRichness1', 'LexicalRichness2', 'Polarity', 'Subjectivity', 'UnionSocioItems']}	['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'disc_IPU_t6', 'disc_IPU_t5', 'disc_IPU_t4', 'disc_IPU_t3', 'Overlap_t6', 'Overlap_t5', 'Overlap_t4', 'Overlap_t3', 'ReactionTime_t6', 'ReactionTime_t5', 'ReactionTime_t4', 'ReactionTime_t3', 'FilledBreaks_t6', 'FilledBreaks_t5', 'FilledBreaks_t4', 'FilledBreaks_t3', 'Feedbacks_t6', 'Feedbacks_t5', 'Feedbacks_t4', 'Feedbacks_t3', 'Discourses_t6', 'Discourses_t5', 'Discourses_t4', 'Discourses_t3', 'Particles_t6', 'Particles_t5', 'Particles_t4', 'Particles_t3', 'Laughters_t6', 'Laughters_t5', 'Laughters_t4', 'Laughters_t3', 'LexicalRichness1_t6', 'LexicalRichness1_t5', 'LexicalRichness1_t4', 'LexicalRichness1_t3', 'LexicalRichness2_t6', 'LexicalRichness2_t5', 'LexicalRichness2_t4', 'LexicalRichness2_t3', 'Polarity_t6', 'Polarity_t5', 'Polarity_t4', 'Polarity_t3', 'Subjectivity_t6', 'Subjectivity_t5', 'Subjectivity_t4', 'Subjectivity_t3', 'UnionSocioItems_t6', 'UnionSocioItems_t5', 'UnionSocioItems_t4', 'UnionSocioItems_t3']	0.7394927536231884	0.7443481960236561	0.7400405923889938	0.03015692260653278	0.03057926058529572	0.02893601453355237	0.7327898550724637,0.7355072463768116,0.720108695652174,0.667572463768116,0.75,0.7907608695652174,0.7382246376811594,0.759963768115942,0.7572463768115942,0.7427536231884058
LeftMotor	{'bootstrap': True, 'max_depth': 500, 'max_features': 'auto', 'n_estimators': 300, 'random_state': 5}	None	6	{'speech_left_ts': ['IPU_left', 'disc_IPU_left', 'Overlap_left', 'ReactionTime_left', 'FilledBreaks_left', 'Feedbacks_left', 'Discourses_left', 'Particles_left', 'Laughters_left', 'LexicalRichness1_left', 'LexicalRichness2_left', 'Polarity_left', 'Subjectivity_left', 'UnionSocioItems_left']}	['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'disc_IPU_left_t6', 'disc_IPU_left_t5', 'disc_IPU_left_t4', 'disc_IPU_left_t3', 'Overlap_left_t6', 'Overlap_left_t5', 'Overlap_left_t4', 'Overlap_left_t3', 'ReactionTime_left_t6', 'ReactionTime_left_t5', 'ReactionTime_left_t4', 'ReactionTime_left_t3', 'FilledBreaks_left_t6', 'FilledBreaks_left_t5', 'FilledBreaks_left_t4', 'FilledBreaks_left_t3', 'Feedbacks_left_t6', 'Feedbacks_left_t5', 'Feedbacks_left_t4', 'Feedbacks_left_t3', 'Discourses_left_t6', 'Discourses_left_t5', 'Discourses_left_t4', 'Discourses_left_t3', 'Particles_left_t6', 'Particles_left_t5', 'Particles_left_t4', 'Particles_left_t3', 'Laughters_left_t6', 'Laughters_left_t5', 'Laughters_left_t4', 'Laughters_left_t3', 'LexicalRichness1_left_t6', 'LexicalRichness1_left_t5', 'LexicalRichness1_left_t4', 'LexicalRichness1_left_t3', 'LexicalRichness2_left_t6', 'LexicalRichness2_left_t5', 'LexicalRichness2_left_t4', 'LexicalRichness2_left_t3', 'Polarity_left_t6', 'Polarity_left_t5', 'Polarity_left_t4', 'Polarity_left_t3', 'Subjectivity_left_t6', 'Subjectivity_left_t5', 'Subjectivity_left_t4', 'Subjectivity_left_t3', 'UnionSocioItems_left_t6', 'UnionSocioItems_left_t5', 'UnionSocioItems_left_t4', 'UnionSocioItems_left_t3']	0.6697463768115942	0.6835972773427229	0.6727243401665908	0.03534280540845458	0.02608798930044785	0.02822407392342418	0.6739130434782609,0.6240942028985508,0.7192028985507246,0.720108695652174,0.7083333333333334,0.6748188405797102,0.6594202898550725,0.6168478260869565,0.6612318840579711,0.6394927536231884
LeftFusiformGyrus	{'bootstrap': True, 'max_depth': 500, 'max_features': 'auto', 'n_estimators': 300, 'random_state': 5}	None	6	{'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']}	['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3']	0.6486413043478261	0.6098688216165953	0.6066010658179379	0.0817804369528554	0.06520317434678598	0.0833745637036097	0.7327898550724637,0.7554347826086957,0.6331521739130435,0.7617753623188406,0.5561594202898551,0.532608695652174,0.5996376811594203,0.6177536231884058,0.7192028985507246,0.5778985507246377
RightFusiformGyrus	{'bootstrap': True, 'max_depth': 500, 'max_features': 'auto', 'n_estimators': 300, 'random_state': 5}	None	6	{'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']}	['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3']	0.6322463768115942	0.6071533472591728	0.6070041135959536	0.0878128128869606	0.07218637516325586	0.08261753444558778	0.5489130434782609,0.532608695652174,0.6485507246376812,0.5878623188405797,0.8179347826086957,0.7409420289855072,0.5643115942028986,0.6911231884057971,0.6159420289855072,0.5742753623188406
LeftSTS	{'bootstrap': True, 'max_depth': 500, 'max_features': 'auto', 'n_estimators': 300, 'random_state': 5}	TREE_22	6	all	['IPU_t5', 'IPU_t4', 'IPU_t3', 'mouth_AU_t6', 'mouth_AU_t5', 'mouth_AU_t4', 'mouth_AU_t3', 'eyes_AU_t6', 'eyes_AU_t5', 'eyes_AU_t4', 'eyes_AU_t3', 'total_AU_t6', 'total_AU_t4', 'total_AU_t3', 'head_rotation_energy_t6', 'head_rotation_energy_t5', 'head_rotation_energy_t4', 'head_rotation_energy_t3', 'head_translation_energy_t4', 'head_translation_energy_t3', 'head_positions_t4', 'head_positions_t3']	0.7207427536231883	0.7279565230483543	0.7207710775790013	0.04367416988812642	0.059290627658396114	0.05274941162037887	0.6820652173913043,0.7355072463768116,0.6340579710144928,0.6711956521739131,0.7137681159420289,0.7889492753623188,0.7545289855072463,0.7518115942028986,0.7364130434782609,0.7391304347826086
RightMotor	{'bootstrap': True, 'max_depth': 500, 'max_features': 'auto', 'n_estimators': 300, 'random_state': 5}	TREE_34	6	all	['IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3', 'disc_IPU_left_t4', 'IPU_t5', 'IPU_t4', 'IPU_t3', 'mouth_AU_t6', 'mouth_AU_t5', 'mouth_AU_t4', 'mouth_AU_t3', 'eyes_AU_t6', 'eyes_AU_t5', 'eyes_AU_t4', 'eyes_AU_t3', 'total_AU_t6', 'total_AU_t5', 'total_AU_t4', 'total_AU_t3', 'head_rotation_energy_t6', 'head_rotation_energy_t5', 'head_rotation_energy_t4', 'head_rotation_energy_t3', 'head_translation_energy_t4', 'head_translation_energy_t3', 'head_positions_t4', 'head_positions_t3', 'Vx_t6', 'Vx_t4', 'Vx_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3']	0.676177536231884	0.6765542378754419	0.6712846029816126	0.03451609949340461	0.0358580222093717	0.03438383702699396	0.6413043478260869,0.6222826086956522,0.7490942028985508,0.7038043478260869,0.7101449275362319,0.6657608695652174,0.6585144927536232,0.6666666666666666,0.6693840579710145,0.6748188405797102
